identifier,nonce,originalUrl,thumbnailUrl,id,rank,stats,Species,Rarity Class,Head,Face,Skin,Eyes,Mouth,Earrings,Headgear,Body,Legs,LegAccessories,Background,Perk 1,Perk 2
CEA-2d29f9-3a,58,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1971.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b9318b7f,1971,1869,https://metadata.verko.io/dynamic/2/1971,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Tank Shirt Orange,Pilot Pants White,Tactical Bags Green,Desert,Elemental Weapons Proficiency,Scavenger
CEA-2d29f9-3b,59,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1932.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b5544ed1,1932,1694,https://metadata.verko.io/dynamic/2/1932,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,None,Bone,None,None,Leather Vest Black,Pilot Pants Black,Tactical Bags Brown,Desert,Cool Moves,Escape Artist
CEA-2d29f9-3c,60,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/731.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-00c448c1,731,1168,https://metadata.verko.io/dynamic/2/731,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,Zorro Mask,None,None,None,Tactical Vest Blue,Pilot Pants White,Company Bags Black,Golden,Brawler,Stonewall
CEA-2d29f9-3d,61,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2039.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-3284c0ec,2039,1269,https://metadata.verko.io/dynamic/2/2039,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Bubble Gum,None,None,Large Vest Blue,Company Pants Black,Tactical Bags Brown,Desert,Black Widow,Adrenaline Rush
CEA-2d29f9-3e,62,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/509.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-44dc715c,509,521,https://metadata.verko.io/dynamic/2/509,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,Green Visor,Party Blower,None,Wizzard,Mercenary Armor Mk.2 Blue,Rogue Pants Red,Company Bags Black,Golden,Hodler,Precision Weapons Proficiency
CEA-2d29f9-3f,63,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2113.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-21ee01a5,2113,1857,https://metadata.verko.io/dynamic/2/2113,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,None,None,None,Large Vest Blue,Tactical Pants Orange,Company Bags Brown,Desert,Elemental Weapons Proficiency,Perseverance
CEA-2d29f9-40,64,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/241.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b51ae776,241,366,https://metadata.verko.io/dynamic/2/241,Genesis Cantina Elrond Ape,Epic,Augmented,Zombie Closed,Zombie,None,None,None,Welding Helmet,Titan Armor Orange,Titan Pants Red,Titan Bags Blue,Outworld,Precision Weapons Proficiency,Overshield
CEA-2d29f9-41,65,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1431.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-cf997cee,1431,1535,https://metadata.verko.io/dynamic/2/1431,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,None,Mustache,None,None,T Shirt Black,Pilot Pants Brown,Company Bags Blue,Desert,Adrenaline Rush,Hodler
CEA-2d29f9-42,66,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1945.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9626a882,1945,2035,https://metadata.verko.io/dynamic/2/1945,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Orange,Pilot Pants Black,None,Desert,Adrenaline Rush,Galvanized
CEA-2d29f9-43,67,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2156.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-58a4d27b,2156,1333,https://metadata.verko.io/dynamic/2/2156,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Steampunk,Bone,None,None,Hoodie Orange,Tactical Pants Black,Tactical Bags Yellow,Desert,Cool Moves,Overshield
CEA-2d29f9-44,68,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1941.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e5dae975,1941,1783,https://metadata.verko.io/dynamic/2/1941,Genesis Cantina Elrond Ape,Bronze,Default,Red Open,Red,Love Glasses,Bone,None,None,T Shirt Black,Tactical Pants Orange,None,Desert,Precision Weapons Proficiency,Galvanized
CEA-2d29f9-45,69,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1348.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1fe919a2,1348,995,https://metadata.verko.io/dynamic/2/1348,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Party Blower,Punk,None,Company Armor Orange,Tactical Pants Green,Dual Grenades 1 Blue,Artic,Elemental Weapons Proficiency,Black Widow
CEA-2d29f9-46,70,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/776.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d6a398c7,776,1076,https://metadata.verko.io/dynamic/2/776,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,Punk,Alien Headband,Hoodie Red,Company Pants Orange,Dual Grenades 2 Black,Artic,Cold Blooded,Scatter Weapons Proficiency
CEA-2d29f9-47,71,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1432.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-83bb269b,1432,1388,https://metadata.verko.io/dynamic/2/1432,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,Mustache,Punk,None,Leather Vest Brown,Pilot Pants Black,Ammo Belt,Desert,Scavenger,Precision Weapons Proficiency
CEA-2d29f9-48,72,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2134.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-c9eb74ec,2134,1261,https://metadata.verko.io/dynamic/2/2134,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cyborg,Octopus Tentacle,None,None,Large Vest Brown,Tactical Pants Red,Titan Bags Black,Desert,Escape Artist,Brawler
CEA-2d29f9-49,73,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/365.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-434e91a0,365,364,https://metadata.verko.io/dynamic/2/365,Genesis Cantina Elrond Ape,Epic,Default,Grey Open,Augmented,Funny Nose,Rose,None,Black Beanie,Pilot Armor Brown,Rogue Pants Black,Titan Bags Green,Outworld,Scavenger,Resilience
CEA-2d29f9-4a,74,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/445.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-e5300e4d,445,667,https://metadata.verko.io/dynamic/2/445,Genesis Cantina Elrond Ape,Gold,Default,Platinum Closed,Platinum,None,Mustache,None,Sponge,Pilot Armor Green,Titan Pants Green,Tactical Bags Brown,Golden,Hodler,Black Widow
CEA-2d29f9-4b,75,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2078.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-908af39b,2078,1314,https://metadata.verko.io/dynamic/2/2078,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Cybermeta Tokyo,Exotic Flower,None,None,Bandolier,Tactical Pants Green,Company Bags Blue,Desert,Precision Weapons Proficiency,Resilience
CEA-2d29f9-4c,76,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/612.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-80bbc947,612,1161,https://metadata.verko.io/dynamic/2/612,Genesis Cantina Elrond Ape,Gold,Default,Camo Closed,Camo,Love Glasses,None,None,None,Rogue Armor Blue,Company Pants Yellow,Mortars Brown,Golden,Overshield,Scavenger
CEA-2d29f9-4d,77,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2065.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-37a0fe88,2065,1292,https://metadata.verko.io/dynamic/2/2065,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Monolaser,Pacifier,None,None,Tank Shirt Blue,Pilot Pants White,Company Bags Brown,Desert,Resilience,Adrenaline Rush
CEA-2d29f9-4e,78,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1312.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b14ab3e6,1312,662,https://metadata.verko.io/dynamic/2/1312,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Steampunk,Wheat,None,Site Helmet,Tank Shirt Orange,Company Pants Green,Radio,Artic,Overachiever,Grounded
CEA-2d29f9-4f,79,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/929.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-140c5b3b,929,632,https://metadata.verko.io/dynamic/2/929,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,Monolaser,Party Blower,Punk,Black Beanie,Hoodie Brown,Company Pants Orange,Dual Grenades 1 Black,Artic,Black Widow,Cold Blooded
CEA-2d29f9-50,80,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/434.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8d82d95c,434,342,https://metadata.verko.io/dynamic/2/434,Genesis Cantina Elrond Ape,Gold,Default,Platinum Open,Platinum,Love Glasses,Pacifier,None,Gold Crown,Large Vest Orange,Titan Pants Blue,Tech Belt Orange,Golden,Adrenaline Rush,Cold Blooded
CEA-2d29f9-51,81,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1164.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-f02e9af0,1164,1144,https://metadata.verko.io/dynamic/2/1164,Genesis Cantina Elrond Ape,Silver,Default,Gold Open,Gold,None,Party Blower,None,Tennis Headband,T Shirt Black,Tactical Pants Red,Company Bags Black,Artic,Hodler,Cool Moves
CEA-2d29f9-52,82,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/163.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7cda4559,163,820,https://metadata.verko.io/dynamic/2/163,Genesis Cantina Elrond Ape,Epic,Default,Grey Closed,Augmented,None,None,None,Welding Helmet,Cyborg Body Orange,Pilot Pants Black,Tech Belt Grey,Outworld,Automatic Weapons Proficiency,Adrenaline Rush
CEA-2d29f9-53,83,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/236.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0377075e,236,89,https://metadata.verko.io/dynamic/2/236,Genesis Cantina Elrond Ape,Epic,Default,Gold Open,Gold,Funny Nose,Lollipop,Tribal,Gold Crown,Titan Armor Green,Titan Pants Blue,Mortars Black,Outworld,Cool Moves,Scatter Weapons Proficiency
CEA-2d29f9-54,84,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/491.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-deca2cbf,491,480,https://metadata.verko.io/dynamic/2/491,Genesis Cantina Elrond Ape,Gold,Default,Camo Open,Camo,None,Bone,Tribal,Red Beanie,Company Armor Mk.2 Black,Rogue Pants Red,Quad Grenades 1 Black,Golden,Cool Moves,Escape Artist
CEA-2d29f9-55,85,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/79.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9b3e0586,79,103,https://metadata.verko.io/dynamic/2/79,Genesis Cantina Elrond Ape,Legendary,Augmented,Gold Closed,Gold,MetaScreen Matrix,None,Punk,Sugegasa,Pilot Armor Mk.2 Orange,Pilot Pants Orange,Company Bags Black,Neon,Resilience,Perseverance
CEA-2d29f9-56,86,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/944.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-df45cac5,944,1100,https://metadata.verko.io/dynamic/2/944,Genesis Cantina Elrond Ape,Silver,Default,Robot Closed,Robot,None,None,None,None,Tactical Vest Black,Company Pants Green,Company Bags Brown,Artic,Scatter Weapons Proficiency,Resilience
CEA-2d29f9-57,87,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/193.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-64bf7fdb,193,354,https://metadata.verko.io/dynamic/2/193,Genesis Cantina Elrond Ape,Epic,Default,Platinum Open,Platinum,None,Pipe,None,Paint,Titan Armor Mk.2 Orange,Titan Pants Orange,Quad Grenades 1 Orange,Outworld,Cold Blooded,Scatter Weapons Proficiency
CEA-2d29f9-58,88,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/926.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8f45b7b9,926,921,https://metadata.verko.io/dynamic/2/926,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,Green Visor,None,None,Viking,Tactical Vest Red,Rogue Pants Red,Pilot Bags Green,Artic,Elemental Weapons Proficiency,Precision Weapons Proficiency
CEA-2d29f9-59,89,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/798.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d0612f61,798,1084,https://metadata.verko.io/dynamic/2/798,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,None,None,Punk,Green Dad Hat,Mercenary Armor Green,Tactical Pants Orange,Dagger Holster Black,Artic,Escape Artist,Explosive Weapons Proficiency
CEA-2d29f9-5a,90,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/72.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-97046303,72,40,https://metadata.verko.io/dynamic/2/72,Genesis Cantina Elrond Ape,Legendary,Default,Gold Open,Gold,MetaScreen Red,Bone,Punk,Wizzard,Pilot Armor Mk.2 Blue,Titan Pants Neon,Quad Grenades 2 Black,Neon,Galvanized,Automatic Weapons Proficiency
CEA-2d29f9-5b,91,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1737.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-061e710f,1737,1623,https://metadata.verko.io/dynamic/2/1737,Genesis Cantina Elrond Ape,Bronze,Default,Red Closed,Red,Cybermeta Tokyo,None,None,None,Leather Vest Black,Tactical Pants Orange,Company Bags Black,Desert,Overshield,Galvanized
CEA-2d29f9-5c,92,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1780.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-611d0135,1780,1081,https://metadata.verko.io/dynamic/2/1780,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,Cybermeta Tokyo,Mustache,Punk,None,T Shirt Brown,Tactical Pants Red,Radio,Desert,Precision Weapons Proficiency,Nano Meds
CEA-2d29f9-5d,93,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1878.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-8c40a34b,1878,1637,https://metadata.verko.io/dynamic/2/1878,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Exotic Flower,None,None,T Shirt Black,Tactical Pants Red,Radio,Desert,Grounded,Cold Blooded
CEA-2d29f9-5e,94,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1097.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9f4512af,1097,647,https://metadata.verko.io/dynamic/2/1097,Genesis Cantina Elrond Ape,Silver,Default,Red Open,Red,Funny Nose,Pipe,None,Sponge,Bandolier,Rogue Pants Orange,Dagger Holster Brown,Artic,Adrenaline Rush,Cold Blooded
CEA-2d29f9-5f,95,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1969.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-446baf66,1969,1429,https://metadata.verko.io/dynamic/2/1969,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pacifier,Punk,None,Tank Shirt Green,Tactical Pants Orange,Tactical Bags Brown,Desert,Hodler,Overachiever
CEA-2d29f9-60,96,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1467.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-26b790a6,1467,1943,https://metadata.verko.io/dynamic/2/1467,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,T Shirt Green,Tactical Pants Green,Ammo Belt,Desert,Resilience,Overshield
CEA-2d29f9-61,97,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1537.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-0eb62991,1537,1258,https://metadata.verko.io/dynamic/2/1537,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,Love Glasses,Wheat,None,None,Tactical Vest Brown,Pilot Pants White,Company Bags Blue,Desert,Galvanized,Automatic Weapons Proficiency
CEA-2d29f9-62,98,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/968.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-7d0cfd53,968,988,https://metadata.verko.io/dynamic/2/968,Genesis Cantina Elrond Ape,Silver,Default,Camo Closed,Camo,Love Glasses,None,None,Site Helmet,Company Armor Mk.2 Black,Company Pants Orange,Company Bags Blue,Artic,Cool Moves,Brawler
CEA-2d29f9-63,99,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1857.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-81be6052,1857,1746,https://metadata.verko.io/dynamic/2/1857,Genesis Cantina Elrond Ape,Bronze,Default,Blue Open,Blue,None,Pipe,None,None,Large Vest Green,Tactical Pants Blue,Company Bags Black,Desert,Cold Blooded,Black Widow
CEA-2d29f9-64,100,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/995.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-d38d2d6d,995,587,https://metadata.verko.io/dynamic/2/995,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,Steampunk,Mustache,None,Red Beanie,Tank Shirt Orange,Rogue Pants Red,Tech Belt Red,Artic,Escape Artist,Hodler
CEA-2d29f9-65,101,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1248.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-dee53ba8,1248,1042,https://metadata.verko.io/dynamic/2/1248,Genesis Cantina Elrond Ape,Silver,Default,Grey Closed,Augmented,Monolaser,None,None,Red Beanie,Mercenary Armor Orange,Tactical Pants Green,Tactical Bags Yellow,Artic,Scavenger,Precision Weapons Proficiency
CEA-2d29f9-66,102,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/611.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-b0b3471e,611,455,https://metadata.verko.io/dynamic/2/611,Genesis Cantina Elrond Ape,Gold,Augmented,Platinum Closed,Platinum,Monolaser,None,Punk,None,Leather Vest Green,Titan Pants Green,Quad Grenades 2 Orange,Golden,Nano Meds,Precision Weapons Proficiency
CEA-2d29f9-67,103,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1863.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-67e4a6a9,1863,1995,https://metadata.verko.io/dynamic/2/1863,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,Hoodie Orange,Tactical Pants Green,Tactical Bags Green,Desert,Grounded,Precision Weapons Proficiency
CEA-2d29f9-68,104,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1784.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-a107ee8f,1784,1983,https://metadata.verko.io/dynamic/2/1784,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,None,None,T Shirt Black,Tactical Pants Green,Radio,Desert,Scavenger,Scatter Weapons Proficiency
CEA-2d29f9-69,105,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1288.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-53d5b7f5,1288,633,https://metadata.verko.io/dynamic/2/1288,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Steampunk,Rose,None,Bob,T Shirt Black,Pilot Pants White,Dual Grenades 2 Orange,Artic,Stonewall,Precision Weapons Proficiency
CEA-2d29f9-6a,106,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1108.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-bd4c2923,1108,1196,https://metadata.verko.io/dynamic/2/1108,Genesis Cantina Elrond Ape,Silver,Default,Gold Closed,Gold,None,None,None,Alien Headband,Company Armor Orange,Pilot Pants Brown,Tactical Bags Yellow,Artic,Explosive Weapons Proficiency,Cold Blooded
CEA-2d29f9-6b,107,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1460.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-5986155a,1460,1938,https://metadata.verko.io/dynamic/2/1460,Genesis Cantina Elrond Ape,Bronze,Default,Blue Closed,Blue,None,None,None,None,Hoodie Black,Pilot Pants Black,Tactical Bags Green,Desert,Cold Blooded,Brawler
CEA-2d29f9-6c,108,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/824.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-9ee4053a,824,1345,https://metadata.verko.io/dynamic/2/824,Genesis Cantina Elrond Ape,Silver,Default,Red Closed,Red,Monolaser,None,None,None,Tank Shirt Orange,Company Pants Green,Dual Grenades 1 Green,Artic,Adrenaline Rush,Black Widow
CEA-2d29f9-6d,109,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/282.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-eb6d18d7,282,692,https://metadata.verko.io/dynamic/2/282,Genesis Cantina Elrond Ape,Epic,Augmented,Platinum Closed,Platinum,None,None,None,Paint,Pilot Armor White,Mercenary Pants Black,Quad Grenades 1 Blue,Outworld,Cold Blooded,Escape Artist
CEA-2d29f9-6e,110,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/2067.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-85852d37,2067,1996,https://metadata.verko.io/dynamic/2/2067,Genesis Cantina Elrond Ape,Bronze,Default,Camo Closed,Camo,None,None,Tribal,None,Large Vest Brown,Tactical Pants Blue,None,Desert,Galvanized,Elemental Weapons Proficiency
CEA-2d29f9-6f,111,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1341.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-1111f2d7,1341,1788,https://metadata.verko.io/dynamic/2/1341,Genesis Cantina Elrond Ape,Silver,Default,Blue Closed,Blue,None,None,None,None,Large Vest Orange,Tactical Pants Green,Dual Grenades 1 Green,Artic,Galvanized,Scatter Weapons Proficiency
CEA-2d29f9-70,112,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/257.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-45fdad39,257,309,https://metadata.verko.io/dynamic/2/257,Genesis Cantina Elrond Ape,Epic,Default,Zombie Open,Zombie,None,Rose,Punk,Sugegasa,Pilot Armor Mk.2 Green,Pilot Pants Green,Ammo Belt,Outworld,Scavenger,Perseverance
CEA-2d29f9-71,113,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1301.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-2c209b1f,1301,1484,https://metadata.verko.io/dynamic/2/1301,Genesis Cantina Elrond Ape,Silver,Default,Blue Open,Blue,None,Lollipop,None,None,Pilot Armor Brown,Mercenary Pants Blue,Company Bags Black,Artic,Galvanized,Adrenaline Rush
CEA-2d29f9-72,114,https://ipfs.io/ipfs/bafybeiggyrikwxvdqaijyyxvft36pwjlipou7nb72wcto32ry6j5ppcooq/1262.png,https://media.elrond.com/nfts/thumbnail/CEA-2d29f9-503a22c4,1262,608,https://metadata.verko.io/dynamic/2/1262,Genesis Cantina Elrond Ape,Silver,Default,Camo Open,Camo,Cyborg,Lollipop,None,Site Helmet,Large Vest Blue,Mercenary Pants Black,Tech Belt Green,Artic,Precision Weapons Proficiency,Escape Artist
